pair_id,ingredient_a_id,ingredient_b_id,context,process_context,shared_compound_score,threshold_weighted_similarity,aroma_complement_score,aroma_contrast_score,taste_balance_score,dominance_risk,masking_risk,culinary_cooccurrence_score,cross_cuisine_support,sensory_study_score,literature_support,overall_pair_score,score_method_version,confidence,evidence_refs,explanation
PAIR-00001,ING-PLANT-ABRICOT-000001,ING-ANIMAL-AGNEAUVIANDE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00400,ING-MARINE-ANCHOIS-000001,ING-DAIRY-COMT-000001,all,raw_or_cooked,0.000,0.000,0.286,0.714,0.400,0.250,0.400,,,,,0.036,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.29; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.40
PAIR-00401,ING-MARINE-ANCHOIS-000001,ING-FERMENT-CONCENTRDETO-000001,all,raw_or_cooked,0.000,0.000,0.200,0.800,0.400,0.250,0.200,,,,,0.050,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-00402,ING-MARINE-ANCHOIS-000001,ING-PLANT-CORIANDREFRA-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00403,ING-MARINE-ANCHOIS-000001,ING-FERMENT-COULISDETOMA-000001,all,raw_or_cooked,0.000,0.000,0.200,0.800,0.600,0.250,0.200,,,,,0.090,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.20
PAIR-00404,ING-MARINE-ANCHOIS-000001,ING-MARINE-CREVETTE-000001,all,raw_or_cooked,0.000,0.000,0.500,0.500,0.600,0.250,0.400,,,,,0.140,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.50; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.40
PAIR-00405,ING-MARINE-ANCHOIS-000001,ING-DAIRY-CRMELIQUIDEE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00406,ING-MARINE-ANCHOIS-000001,ING-PLANT-CURCUMA-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00407,ING-MARINE-ANCHOIS-000001,ING-FUNGUS-CPE-000001,all,raw_or_cooked,0.000,0.000,0.143,0.857,0.400,0.250,0.200,,,,,0.033,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.14; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-00408,ING-MARINE-ANCHOIS-000001,ING-PLANT-ESTRAGON-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00409,ING-MARINE-ANCHOIS-000001,ING-PLANT-FRAISE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.800,0.250,0.000,,,,,0.110,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.80; risque dominance=0.25; masquage=0.00
PAIR-00410,ING-MARINE-ANCHOIS-000001,ING-PLANT-FRAMBOISE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.800,0.250,0.000,,,,,0.110,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.80; risque dominance=0.25; masquage=0.00
PAIR-00411,ING-MARINE-ANCHOIS-000001,ING-PLANT-FRUITDELAPAS-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00412,ING-MARINE-ANCHOIS-000001,ING-PLANT-GINGEMBRE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00413,ING-MARINE-ANCHOIS-000001,ING-TECH-HUILEDOLIVEV-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00414,ING-MARINE-ANCHOIS-000001,ING-TECH-HUILEDECOLZA-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00415,ING-MARINE-ANCHOIS-000001,ING-TECH-HUILEDETOURN-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00416,ING-MARINE-ANCHOIS-000001,ING-PLANT-KIWI-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.800,0.250,0.000,,,,,0.110,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.80; risque dominance=0.25; masquage=0.00
PAIR-00417,ING-MARINE-ANCHOIS-000001,ING-DAIRY-LAITENTIER-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00418,ING-MARINE-ANCHOIS-000001,ING-PLANT-MANGUE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00419,ING-MARINE-ANCHOIS-000001,ING-PLANT-MENTHE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00420,ING-MARINE-ANCHOIS-000001,ING-TECH-MIEL-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00421,ING-MARINE-ANCHOIS-000001,ING-COND-MISOBLANC-000001,all,raw_or_cooked,0.000,0.000,0.750,0.250,0.400,0.250,0.400,,,,,0.175,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.75; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.40
PAIR-00422,ING-MARINE-ANCHOIS-000001,ING-MARINE-MOULE-000001,all,raw_or_cooked,0.000,0.000,0.500,0.500,0.400,0.250,0.400,,,,,0.100,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.50; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.40
PAIR-00423,ING-MARINE-ANCHOIS-000001,ING-COND-MOUTARDEDEDI-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00424,ING-MARINE-ANCHOIS-000001,ING-DAIRY-MOZZARELLA-000001,all,raw_or_cooked,0.000,0.000,0.333,0.667,0.400,0.250,0.000,,,,,0.130,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.33; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00425,ING-MARINE-ANCHOIS-000001,ING-PLANT-MYRTILLE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.800,0.250,0.000,,,,,0.110,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.80; risque dominance=0.25; masquage=0.00
PAIR-00426,ING-MARINE-ANCHOIS-000001,ING-PLANT-MRE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.800,0.250,0.000,,,,,0.110,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.80; risque dominance=0.25; masquage=0.00
PAIR-00427,ING-MARINE-ANCHOIS-000001,ING-PLANT-OIGNON-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00428,ING-MARINE-ANCHOIS-000001,ING-PLANT-PAMPLEMOUSSE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.800,0.250,0.000,,,,,0.110,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.80; risque dominance=0.25; masquage=0.00
PAIR-00429,ING-MARINE-ANCHOIS-000001,ING-PLANT-PAPAYE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00430,ING-MARINE-ANCHOIS-000001,ING-DAIRY-PARMIGIANORE-000001,all,raw_or_cooked,0.000,0.000,0.500,0.500,0.400,0.250,0.400,,,,,0.100,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.50; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.40
PAIR-00431,ING-MARINE-ANCHOIS-000001,ING-PLANT-PERSIL-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00432,ING-MARINE-ANCHOIS-000001,ING-PLANT-PIMENTDESPEL-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00433,ING-MARINE-ANCHOIS-000001,ING-PLANT-PIMENTFORT-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00434,ING-MARINE-ANCHOIS-000001,ING-PLANT-POIREAU-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00435,ING-MARINE-ANCHOIS-000001,ING-PLANT-POIVRENOIR-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00436,ING-MARINE-ANCHOIS-000001,ING-PLANT-POIVRONROUGE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00437,ING-MARINE-ANCHOIS-000001,ING-PLANT-POMME-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.760,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00438,ING-MARINE-ANCHOIS-000001,ING-PLANT-POMME-000002,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00439,ING-MARINE-ANCHOIS-000001,ING-ANIMAL-PORCVIANDE-000001,all,raw_or_cooked,0.000,0.000,0.167,0.833,0.600,0.250,0.200,,,,,0.080,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.20
PAIR-00440,ING-MARINE-ANCHOIS-000001,ING-ANIMAL-POULETVIANDE-000001,all,raw_or_cooked,0.000,0.000,0.167,0.833,0.400,0.250,0.200,,,,,0.040,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-00441,ING-MARINE-ANCHOIS-000001,ING-PLANT-PCHE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00442,ING-MARINE-ANCHOIS-000001,ING-PLANT-RAISIN-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00443,ING-MARINE-ANCHOIS-000001,ING-BEV-RHUMAMBR-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.375,0.000,,,,,0.045,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.38; masquage=0.00
PAIR-00444,ING-MARINE-ANCHOIS-000001,ING-PLANT-ROMARIN-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00445,ING-MARINE-ANCHOIS-000001,ING-DAIRY-ROQUEFORT-000001,all,raw_or_cooked,0.000,0.000,0.286,0.714,0.400,0.250,0.200,,,,,0.076,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.29; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-00446,ING-MARINE-ANCHOIS-000001,ING-COND-SAUCESOJA-000001,all,raw_or_cooked,0.000,0.000,0.750,0.250,0.400,0.250,0.400,,,,,0.175,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.75; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.40
PAIR-00447,ING-MARINE-ANCHOIS-000001,ING-MARINE-SAUMON-000001,all,raw_or_cooked,0.000,0.000,0.167,0.833,0.400,0.250,0.200,,,,,0.040,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-00448,ING-MARINE-ANCHOIS-000001,ING-TECH-SIROPDRABLE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00449,ING-MARINE-ANCHOIS-000001,ING-TECH-SUCREBLANC-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.375,0.000,,,,,0.045,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.38; masquage=0.00
PAIR-00450,ING-MARINE-ANCHOIS-000001,ING-MARINE-THON-000001,all,raw_or_cooked,0.000,0.000,0.400,0.600,0.400,0.250,0.200,,,,,0.110,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.40; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-00451,ING-MARINE-ANCHOIS-000001,ING-PLANT-THYM-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00452,ING-MARINE-ANCHOIS-000001,ING-BEV-THNOIR-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00453,ING-MARINE-ANCHOIS-000001,ING-BEV-THVERT-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00454,ING-MARINE-ANCHOIS-000001,ING-PLANT-TOMATE-000001,all,raw_or_cooked,0.000,0.000,0.143,0.857,0.600,0.250,0.200,,,,,0.073,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.14; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.20
PAIR-00455,ING-MARINE-ANCHOIS-000001,ING-PLANT-TOMATESCHE-000001,all,raw_or_cooked,0.000,0.000,0.167,0.833,0.600,0.250,0.200,,,,,0.080,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.20
PAIR-00456,ING-MARINE-ANCHOIS-000001,ING-FUNGUS-TRUFFENOIRE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00457,ING-MARINE-ANCHOIS-000001,ING-PLANT-VANILLEGOUSS-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00458,ING-MARINE-ANCHOIS-000001,ING-BEV-VINBLANCMOEL-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00459,ING-MARINE-ANCHOIS-000001,ING-BEV-VINBLANCSEC-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00460,ING-MARINE-ANCHOIS-000001,ING-BEV-VINROUGE-000001,all,raw_or_cooked,0.000,0.000,0.125,0.875,0.400,0.250,0.000,,,,,0.068,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.12; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00461,ING-MARINE-ANCHOIS-000001,ING-TECH-VINAIGREBALS-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.800,0.250,0.000,,,,,0.110,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.80; risque dominance=0.25; masquage=0.00
PAIR-00462,ING-MARINE-ANCHOIS-000001,ING-TECH-VINAIGREDEVI-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00463,ING-MARINE-ANCHOIS-000001,ING-BEV-WHISKY-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.375,0.000,,,,,0.005,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.38; masquage=0.00
PAIR-00464,ING-MARINE-ANCHOIS-000001,ING-FERMENT-YAOURTNATURE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00465,ING-MARINE-ANCHOIS-000001,ING-PLANT-CHALOTE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00466,ING-PLANT-ANETH-000001,ING-PLANT-BANANE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-00467,ING-PLANT-ANETH-000001,ING-PLANT-BASILIC-000001,all,raw_or_cooked,0.000,0.000,1.000,0.000,0.000,0.250,0.200,,,,,0.210,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=1.00; équilibre gustatif=0.00; risque dominance=0.25; masquage=0.20
PAIR-00468,ING-PLANT-ANETH-000001,ING-DAIRY-BEURRECLARIF-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.000,0.250,0.000,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.00; risque dominance=0.25; masquage=0.00
PAIR-00469,ING-PLANT-ANETH-000001,ING-DAIRY-BEURREDOUX-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-00470,ING-PLANT-ANETH-000001,ING-BEV-BIREIPA-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-00471,ING-PLANT-ANETH-000001,ING-BEV-BIREBLONDELA-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-00472,ING-PLANT-ANETH-000001,ING-BEV-BIRESTOUT-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-00473,ING-PLANT-ANETH-000001,ING-ANIMAL-BUFVIANDE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
